Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Dividends,Stock Splits
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.88040924072266,161940000,AAPL,0.3707688762852417,2.2666543305872375
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.99871826171875,162234000,AAPL,0.5049736865056245,4.427351759393103
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.61048126220703,216229200,AAPL,0.6790752575313228,3.851398720909287
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.49658203125,126743200,AAPL,0.9916340997563186,3.5131472466459055
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.01612854003906,199588400,AAPL,0.7665577931138896,7.793778713562162
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.81011962890625,173788400,AAPL,0.26644510729016646,9.181488762328504
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.2798843383789,136616400,AAPL,0.5987274341106715,2.103843234103305
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.91002655029297,118826800,AAPL,0.16677676356263194,1.3938587869600305
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.82134246826172,105425600,AAPL,0.3894343308072723,9.288439929413457
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.74996948242188,117684000,AAPL,0.3557960797036017,9.166095953728602
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.1192398071289,109348800,AAPL,0.9894739232220362,8.159963627105311
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.64791870117188,94323200,AAPL,0.9105744234414507,5.596996331430136
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.49186706542969,113730400,AAPL,0.8979528700085131,4.137662654950701
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,78.92581939697266,94747600,AAPL,0.7992074176308283,2.3889075035646723
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,78.94525146484375,80113600,AAPL,0.15426684831539117,7.4257307975300915
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.4997329711914,152531200,AAPL,0.39299764662659875,8.986618994955185
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.62212371826172,93984000,AAPL,0.06328383297680673,8.920553352791135
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.8155517578125,100566000,AAPL,0.03689330342286312,9.468127275814114
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.0541763305664,129554000,AAPL,0.07844134773170819,5.170421261437818
