Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Dividends,Stock Splits
2020-01-27,-0.8417879482247448,-0.8496784988177155,-0.8427056273766652,-0.8451811103632512,74.88040924072266,0.34655317121777196,AAPL,-0.43793316855375436,-0.915210368011326
2020-01-27,-1.2337774802670487,-1.2269806958032228,-1.2294909670390421,-1.2246142129012372,37.20133209228516,0.6976863247114758,TSLA,-1.3717155922811899,0.5859692128727325
2020-01-27,-0.049564772416317626,-0.05004492186532595,-0.036054442394741815,-0.039211477699393836,155.2184600830078,-0.7344614552342039,MSFT,-1.4573958768808237,-1.0870841215720661
2020-01-27,-1.5196226059094358,-1.5224820314069405,-1.5190540694179484,-1.520269884921935,5.979929447174072,2.038779974935354,NVDA,-0.026813400369683795,1.6688638308431303
2020-01-27,-0.8980349535125105,-0.9068964105833518,-0.8930853355930164,-0.8987371018978259,71.32793426513672,-0.7173640930265841,GOOGL,0.6486841338830461,-1.3128043733781158
2020-01-28,-0.024652343917466117,-0.027769932004635407,-0.00848719556845109,-0.009073723568739592,158.26010131835938,-0.7942152336064408,MSFT,-0.13978489303862443,-1.622635031914482
2020-01-28,-0.8932040873154978,-0.8983701485564064,-0.8878696768061635,-0.8898427009156855,72.2630386352539,-0.7540577843509857,GOOGL,0.4912022875218163,-1.6944894458422166
2020-01-28,-1.2170429293288718,-1.2192624243124808,-1.2174523454107635,-1.2190036854117552,37.79333114624024,0.47048178500906707,TSLA,-1.3590315632573386,0.10438260903580154
2020-01-28,-0.8357729611732597,-0.834165480394203,-0.8251519881386218,-0.8244733258067715,76.99871826171875,0.34900052721808367,AAPL,0.028336519694135982,-0.17014222118737776
2020-01-28,-1.5185309120653583,-1.5208394785101969,-1.517017751559451,-1.5184289266352287,6.173369407653809,1.587179527892799,NVDA,-1.257032022708305,1.6137920348446058
2020-01-29,-1.5174557948292144,-1.5209400890590468,-1.5162421254905092,-1.519004670102239,6.112873077392578,1.1532483252252836,NVDA,-0.4396276426510992,0.8836430879588242
2020-01-29,-0.8077109952341424,-0.812054152263792,-0.8030838566296671,-0.8087173996309396,78.61048126220703,0.7984749377896195,AAPL,0.6332200936309746,-0.36874673532238983
2020-01-29,-1.2124961870952011,-1.2111572770561827,-1.211465059028843,-1.2101013669514418,38.732666015625,1.221295643676128,TSLA,-1.265709486021667,1.4215732904221277
2020-01-29,-0.8852851842486895,-0.893999337835577,-0.8806512818451704,-0.8869047742204604,72.57191467285156,-0.8219677511895674,GOOGL,1.397495847533316,0.4720417142871042
2020-01-29,0.013805531026026654,0.00021436732648749245,0.016678585253720447,0.015377473590250266,160.72779846191406,-0.7121821912912302,MSFT,-0.8629005486302417,1.6360086636073958
2020-01-30,0.07262912836899538,0.049818581163333875,0.06566541387470108,0.0602997263236327,165.2615509033203,-0.5719753303618073,MSFT,-0.292679947444217,1.050294736238772
2020-01-30,-1.5188245574154915,-1.5215227055393186,-1.517332321071636,-1.5189407021207666,6.119594573974609,1.4167636366057867,NVDA,-0.6868847122698145,-0.629128600770606
2020-01-30,-1.176671635050412,-1.173046301055551,-1.1790824588184303,-1.1723060376184555,42.72066879272461,2.038779974935354,TSLA,1.4085002281809975,-0.09727371185061931
2020-01-30,-0.8169702638479691,-0.8208518985396566,-0.8093993384799872,-0.8098309802824744,78.49658203125,0.05356303627977315,AAPL,1.7191477417089427,-0.48538518535709385
2020-01-30,-0.8949280545406083,-0.8981595733196723,-0.8856412306749685,-0.88806571512956,72.44986724853516,-0.7758176094694035,GOOGL,0.7500850680703512,-1.0482739216354602
2020-01-31,-0.8808331500027994,-0.8914115259825836,-0.8894545564299379,-0.8982395661233169,71.38024139404297,-0.6367012370979426,GOOGL,1.0579113059074479,1.508012729184471
2020-01-31,-0.8160467435306483,-0.8241510533931058,-0.8345171192950579,-0.8438543000940698,75.01612854003906,0.6599512584359212,AAPL,0.9371619160308935,0.9906947653902036
2020-01-31,0.055199967873738306,0.034375683079757836,0.05404310986526299,0.036132690710031556,162.822509765625,-0.7006263423128876,MSFT,0.8982609830675654,0.6874821159592572
2020-01-31,-1.518265686338418,-1.5219672726003406,-1.518448934977282,-1.5211631183598626,5.886073589324951,2.038779974935354,NVDA,-1.1601740916378738,1.3941435563933624
2020-01-31,-1.1718848888278672,-1.1717235115470743,-1.1697845643131624,-1.16613951516631,43.37133407592773,0.9613015281736242,TSLA,-0.10068099481839292,0.6174361007475246
2020-02-03,-0.8837743370968069,-0.8836292393342519,-0.8752627497503005,-0.874631743077664,73.86224365234375,-0.4051680405242342,GOOGL,-1.5528286504187905,-0.08009740158277792
2020-02-03,-1.5202241019045122,-1.5227487716435537,-1.5182808433493618,-1.5202390826780836,5.983168125152588,1.1259111922149991,NVDA,-0.06550801012676892,1.555836951741922
2020-02-03,-1.1506099191576837,-1.0886505452737034,-1.143530136001696,-1.0843634260980346,52.0,2.038779974935354,TSLA,0.6569158971243341,0.9491611940372576
2020-02-03,0.038338983036574674,0.05403022870929717,0.061919361412126644,0.07546339620982613,166.79193115234375,-0.7508695620784708,MSFT,1.529145220055881,0.6924128086459248
2020-02-03,-0.8554282110600523,-0.8456540054580798,-0.8490931458788636,-0.8458682317794927,74.81011962890625,0.4451832828983618,AAPL,-0.8003867286482111,1.4692155154864943
2020-02-04,-0.8871653961663463,-0.8925018901280324,-0.8918702392300534,-0.8922546756818628,72.00946044921875,-0.20335273824002537,GOOGL,-1.0781929258835876,0.5696431629139531
2020-02-04,-1.517777855285754,-1.5211600318233727,-1.5162229117472088,-1.5186279526947144,6.152457237243652,1.258934147606092,NVDA,-0.2268589905233592,0.9624920996329752
2020-02-04,0.1018987747230707,0.11149620367344609,0.11868658813067622,0.12986276185773762,172.2821502685547,-0.6982072890690421,MSFT,-1.172995135736864,-0.4448701034652824
2020-02-04,-1.01845747887738,-0.9745608962923415,-1.0408433177571432,-1.0167210840018264,59.137332916259766,2.038779974935354,TSLA,0.8868872247254055,-1.3137805086179501
2020-02-04,-0.8293554380729856,-0.8312640549638153,-0.8216940822835601,-0.8217249124475423,77.2798843383789,0.13575091132153405,AAPL,0.3540665035605221,-0.9713521305378354
2020-02-05,-1.0561575815157418,-1.0513132493985424,-1.1239417727985206,-1.1129847481649064,48.97999954223633,2.038779974935354,TSLA,0.09654786644464879,-0.6508776388929413
2020-02-05,-0.8828460470525166,-0.8937934753711808,-0.8881962234193571,-0.8919514254219747,72.04134368896484,-0.6986842737588986,GOOGL,-0.9579637593675921,-0.641682919491006
2020-02-05,-1.5163664722982608,-1.5201071154740293,-1.5154088673519728,-1.517767889513516,6.242827892303467,0.7318036327634404,NVDA,0.870377939829674,-0.26963171570507233
2020-02-05,-0.8099133805280113,-0.8192841876808925,-0.8089190452791635,-0.8155646805944933,77.91002655029297,-0.012335769981681687,AAPL,-1.1466658782681622,-1.216174376010315
2020-02-05,0.16716352699538972,0.14481521847978038,0.13885773004601995,0.12777775363309918,172.0717315673828,-0.6752903806715652,MSFT,1.4697589305441536,0.34749313486005456
2020-02-06,-0.8883542144791976,-0.8858473841812866,-0.8782067257583407,-0.8777734273390227,73.53194427490234,-0.6866472779206308,GOOGL,-0.7162450314701717,-1.6302017480410906
2020-02-06,-1.1340458859586664,-1.0826044510952155,-1.13489819579342,-1.1039750195326656,49.93066787719727,2.038779974935354,TSLA,0.6084153746858604,0.4891214627791799
2020-02-06,-1.5163309477692692,-1.5196742500125056,-1.515055870353187,-1.5169410011081559,6.329714298248291,0.8155797919033628,NVDA,0.03373602619774068,1.7128755940443723
2020-02-06,-0.8121630294800325,-0.8182078904468159,-0.805773322676392,-0.8066561076879519,78.82134246826172,-0.12389191702718325,AAPL,-0.3730835134132222,1.5060952316366094
